record_id,source,protein_id,pdb_id,chain_id,sequence_sha256,sequence_length,joint_homology_group,canonical_dataset_role,experimental_cv_fold,label_availability
MD__2x9o_A,md_ired,2x9o_A,2x9o,A,68f2314cd583b310d5316482627e2434ca6d8a2ef5fb30ecad009d9f6246932a,244,JHG30_084469fd28a0,weak_train,-1,included_in_development_residue_labels
MD__2xdg_A,md_ired,2xdg_A,2xdg,A,bb63220a1a34e56472a764c4ebc9613d41a2d90d56580a47593277385f422df1,92,JHG30_74dd9d9a250c,weak_validation,-1,included_in_development_residue_labels
MD__2xeu_A,md_ired,2xeu_A,2xeu,A,b0a8ab71e5ad9342e090f4ff238368b20a76915079cfd84bc47ad871f8f7b8ea,64,JHG30_6f3fdca2f137,weak_train,-1,included_in_development_residue_labels
MD__2xf5_B,md_ired,2xf5_B,2xf5,B,22d282c4bea48b9e8db1ef1384169b0f1296c2c43ae0a0258232b05d570b773b,51,JHG30_130b6f82b65f,weak_train,-1,included_in_development_residue_labels
MD__2xf7_A,md_ired,2xf7_A,2xf7,A,f4f23e4f0df22d1c419ca2b83769de9ebfd5a058628e9f332f94d3e359a5e7cd,51,JHG30_130b6f82b65f,weak_train,-1,included_in_development_residue_labels
MD__2xjq_A,md_ired,2xjq_A,2xjq,A,5c7830899996dcd372c3414fcd3df62b980d261afc95dbdb0f0c3057c1887939,258,JHG30_a6ef0c997a83,weak_validation,-1,included_in_development_residue_labels
MD__2xol_B,md_ired,2xol_B,2xol,B,0410aec94f8f57b76bd68e9513dbad1f9ac4616bfb808500e0a8e79b4325008c,176,JHG30_1e80a63ed15c,weak_validation,-1,included_in_development_residue_labels
MD__2xpp_A,md_ired,2xpp_A,2xpp,A,ee1935592d49e5fe9cfe2ecd63da380521bac70ba4554d24b2bbc6c22013335a,145,JHG30_1f31433a8c62,weak_train,-1,included_in_development_residue_labels
MD__2xqu_A,md_ired,2xqu_A,2xqu,A,35e355039cfb4e340be9fa9435a234286a5fc9650b7569feebc4e9d56c3a663a,82,JHG30_3b9c5b550483,weak_train,-1,included_in_development_residue_labels
MD__2xrh_A,md_ired,2xrh_A,2xrh,A,11184fd393cc02806a2f9ec9f20b67bb28d0d8f1591d0c93b90fc400e54f7c7d,100,JHG30_da2c1297244f,weak_train,-1,included_in_development_residue_labels
MD__2xse_A,md_ired,2xse_A,2xse,A,d98a0343ab905e4f22bf49fbb6eafc04bee44bf81b20e7af8e174d6a92ef5331,170,JHG30_805af9cfc923,weak_train,-1,included_in_development_residue_labels
MD__2xu8_B,md_ired,2xu8_B,2xu8,B,43e142613d35181e40426bf98aec49a6b6805bf1ce58712f3bab7608793d7577,116,JHG30_17d9617c1e59,weak_train,-1,included_in_development_residue_labels
MD__2xvs_A,md_ired,2xvs_A,2xvs,A,5f18764c14f5a5ce83352a602b108fc9782c02ce5643db538610bd22f69bba11,166,JHG30_ac56bdd08d4b,weak_train,-1,included_in_development_residue_labels
MD__2xz2_A,md_ired,2xz2_A,2xz2,A,04c85f68999064859e991cec346900ae4bff8cab6516713ab9489d1669701a4e,66,JHG30_c873eccd3027,weak_train,-1,included_in_development_residue_labels
MD__2y1q_A,md_ired,2y1q_A,2y1q,A,707221d97dea63478c63948cec24819ea8588a9d9e7e70331f681fce175ac5ce,150,JHG30_a66d08315e8b,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__2y1y_A,md_ired,2y1y_A,2y1y,A,7c04d81707797c1f6bb04b212b7a55fe011a0d034488c834ce23cbda6e585d74,90,JHG30_90ad7448e816,weak_train,-1,included_in_development_residue_labels
MD__2y20_A,md_ired,2y20_A,2y20,A,3b5a5b63da0ab4c0db0ac0e439a6933d3b24c0cf87503745a8079b41cafea2b3,58,JHG30_6211363e9159,weak_train,-1,included_in_development_residue_labels
MD__2y39_A,md_ired,2y39_A,2y39,A,2cde063379d018026fa1c9297d753936d89e8566cfbbb72df27f2eee957d8399,118,JHG30_a347ee62610e,weak_train,-1,included_in_development_residue_labels
MD__2y3w_A,md_ired,2y3w_A,2y3w,A,c29af27c77553b69f644c60ec21e903be2527a878426ef653b5bd161920aa960,182,JHG30_79661a70ad62,weak_validation,-1,included_in_development_residue_labels
MD__2y3w_B,md_ired,2y3w_B,2y3w,B,c29af27c77553b69f644c60ec21e903be2527a878426ef653b5bd161920aa960,182,JHG30_79661a70ad62,weak_validation,-1,included_in_development_residue_labels
MD__2y4x_A,md_ired,2y4x_A,2y4x,A,ccc1cc8b0e612478b2228254444dd4cf63891ee668cda51ec72023da32227ea6,93,JHG30_1654c17067bd,weak_train,-1,included_in_development_residue_labels
MD__2y4x_B,md_ired,2y4x_B,2y4x,B,ccc1cc8b0e612478b2228254444dd4cf63891ee668cda51ec72023da32227ea6,93,JHG30_1654c17067bd,weak_train,-1,included_in_development_residue_labels
MD__2y7b_A,md_ired,2y7b_A,2y7b,A,96a1447f6bbd16d194a747104d36a031fbc5c5d0f9a2bce1246f09019841ec3e,134,JHG30_09f3d59f57ad,weak_train,-1,included_in_development_residue_labels
MD__2ygs_A,md_ired,2ygs_A,2ygs,A,a7ff2c78463f98a09d7f5a00540a16fd7e31167dd1d29fee193236c116521cd4,92,JHG30_3ea1a1934a11,weak_validation,-1,included_in_development_residue_labels
MD__2ysk_A,md_ired,2ysk_A,2ysk,A,cb28b20d77c74d8ac86ba983f7ef881db83f034dc12456f2c31740e9d06539bc,145,JHG30_a3e46163daf7,weak_train,-1,included_in_development_residue_labels
MD__2yvo_A,md_ired,2yvo_A,2yvo,A,f6aa0948ec2c34138d0da17e115c6985d78bcac56736f66b0300488360908aa8,182,JHG30_0be426470898,weak_train,-1,included_in_development_residue_labels
MD__2yvq_A,md_ired,2yvq_A,2yvq,A,29216e40f68359302880452a5123af92f38eae4f4e65e3e3e1edcb14f9fab3e8,143,JHG30_0d8ea11d725a,weak_train,-1,included_in_development_residue_labels
MD__2yyv_B,md_ired,2yyv_B,2yyv,B,5810c70237f236023ed05d5854d0286afb3b6a4d43c910b72b31059a024b1b2d,227,JHG30_4c4bec26b1fe,weak_train,-1,included_in_development_residue_labels
MD__2yzt_A,md_ired,2yzt_A,2yzt,A,509f78770c326976a459ee53469c86eb6f9f9869d0e9f72d1e0d730d736684de,67,JHG30_fb2a2afbf536,weak_validation,-1,included_in_development_residue_labels
MD__2z0a_B,md_ired,2z0a_B,2z0a,B,fc679155e94573764c5a313b4d83e22e4d1176a0b811d4ef993865ded23a171a,79,JHG30_ce6bfd7301ad,weak_train,-1,included_in_development_residue_labels
MD__2z0j_E,md_ired,2z0j_E,2z0j,E,31332c7e80d8ab813c6a25354c81a6c9fe4b5c4763ea5147549ca713b36897a8,237,JHG30_4c4bec26b1fe,weak_train,-1,included_in_development_residue_labels
MD__2z0x_A,md_ired,2z0x_A,2z0x,A,182b4c3702b748ee5b9a3e073232737f1e83f5ce36afd927d0abfe9bb9b606a7,158,JHG30_a5a47d51d4e9,weak_train,-1,included_in_development_residue_labels
MD__2z4u_A,md_ired,2z4u_A,2z4u,A,cc4e413e323c2aae1142c3ce268e406c38bb6ff6559b69303f922dff5060dc3c,261,JHG30_3bf7fd092991,weak_validation,-1,included_in_development_residue_labels
MD__2z5e_B,md_ired,2z5e_B,2z5e,B,79d2463c8acf45633d510db5e7e97e62956456a45077c80daec252c1dd5b3e37,122,JHG30_5eaed929ecbb,weak_train,-1,included_in_development_residue_labels
MD__2z6o_A,md_ired,2z6o_A,2z6o,A,3965414c39418148e796f3db11b15a5202ed8ddc96cc66f29d48a80d94638b68,172,JHG30_1a90e5930b32,weak_train,-1,included_in_development_residue_labels
MD__2z6r_A,md_ired,2z6r_A,2z6r,A,b23ea371e7dbc32859e83ba1cb3b940f4fc20854177208dd784742660cee2ee8,265,JHG30_46efa609fc9a,weak_train,-1,included_in_development_residue_labels
MD__2z7f_I,md_ired,2z7f_I,2z7f,I,c59a4a4cd9862f17169f7589861bd63c1d8e73ed72bb71bc5993ba4ecf350f84,50,JHG30_9b7160c076be,weak_train,-1,included_in_development_residue_labels
MD__2zca_B,md_ired,2zca_B,2zca,B,19b2f93daa0c2b2b6ce69e38286a3180374b08e05c239313f474507dc573d777,169,JHG30_5e698eb72e0f,weak_train,-1,included_in_development_residue_labels
MD__2zd2_B,md_ired,2zd2_B,2zd2,B,1aaaf7a622ea06c28dfeaf7bac54ece35c75946655ea7865a23334f647a7df16,234,JHG30_ffb75920d410,weak_train,-1,included_in_development_residue_labels
MD__2zfz_D,md_ired,2zfz_D,2zfz,D,76d6abd78757f3730e1aec1039b645da1d417dc5628c31e7a31958f25510a893,79,JHG30_6156fea34594,weak_train,-1,included_in_development_residue_labels
MD__2znr_A,md_ired,2znr_A,2znr,A,8936d3a0dd43dbf76a28b11f2926a4777bfee9871102bbdff4ef10cbad8b1ebd,178,JHG30_2989c1a32bf8,weak_train,-1,included_in_development_residue_labels
MD__2zwd_A,md_ired,2zwd_A,2zwd,A,c6e432aaa7ff150159057c828d62360341658fc24d7d77b21944a3112ff634ed,281,JHG30_e20e88b998f3,weak_train,-1,included_in_development_residue_labels
MD__2zzd_E,md_ired,2zzd_E,2zzd,E,bbc924f49b1d4c64662bc128523ae47ed5bc4b97d49862196991e3b3fda295a5,157,JHG30_5285724007f4,weak_train,-1,included_in_development_residue_labels
MD__3a0y_B,md_ired,3a0y_B,3a0y,B,86c71595d59a8441e85f3ab6856ab587fcc6f48ac7c478a2391ebb1b0d10a3d2,152,JHG30_8d7b77f63771,weak_train,-1,included_in_development_residue_labels
MD__3a1g_A,md_ired,3a1g_A,3a1g,A,e255f8f0c1d0f4f9c44d3b91caae4c6805844a9269462441c3850ce1a955e1cb,80,JHG30_6718f8452339,weak_train,-1,included_in_development_residue_labels
MD__3a1g_B,md_ired,3a1g_B,3a1g,B,d9e8df439352bf7f0afde099d37f741e6cad26d19cfaa8588d44436a669fb896,40,JHG30_3e570ff00a8f,weak_train,-1,included_in_development_residue_labels
MD__3a1g_C,md_ired,3a1g_C,3a1g,C,e255f8f0c1d0f4f9c44d3b91caae4c6805844a9269462441c3850ce1a955e1cb,80,JHG30_6718f8452339,weak_train,-1,included_in_development_residue_labels
MD__3a1g_D,md_ired,3a1g_D,3a1g,D,d9e8df439352bf7f0afde099d37f741e6cad26d19cfaa8588d44436a669fb896,40,JHG30_3e570ff00a8f,weak_train,-1,included_in_development_residue_labels
MD__3a1u_A,md_ired,3a1u_A,3a1u,A,7495376e9b652ce38dc6bcc10d61bfc0cde837aa1fea845b7c4cb33ba20e5025,258,JHG30_c2bfda28a73c,weak_train,-1,included_in_development_residue_labels
MD__3a39_A,md_ired,3a39_A,3a39,A,dee70b20a03998cab735bf0a983ba7a7274fca02533be71fcf9a0612e0d151e8,83,JHG30_92a7ad456b12,weak_train,-1,included_in_development_residue_labels
MD__3a6d_F,md_ired,3a6d_F,3a6d,F,16c002c1ec20819d8c056797ef2e30d460ea1708f2969b6a282034e7edd33e27,260,JHG30_f96362276cef,weak_train,-1,included_in_development_residue_labels
MD__3a7l_A,md_ired,3a7l_A,3a7l,A,874ab243d1d3fc2b824adcf67d2b7a725164e078f4a3ad0d3b4b9bcd0fea1cd2,128,JHG30_8168842ede92,weak_validation,-1,included_in_development_residue_labels
MD__3aa6_B,md_ired,3aa6_B,3aa6,B,1bef4e0e8cbc42cf34dabb3e0e20e11fa0f6b2c82fafb4aa934ae8be0288d195,244,JHG30_9751cb3ff97f,weak_train,-1,included_in_development_residue_labels
MD__3agn_A,md_ired,3agn_A,3agn,A,232a426522f9aa088fb87524cffabbe71ed523f8c346ea91750b737cb945afaf,114,JHG30_dbb60ec5323a,weak_train,-1,included_in_development_residue_labels
MD__3ajf_A,md_ired,3ajf_A,3ajf,A,7f0cb74d546f41c0ff5cdbb2fbc64322cdc65700a7cb3d62fe6329e6e29014ed,94,JHG30_171f9a2332a4,weak_train,-1,included_in_development_residue_labels
MD__3ajf_B,md_ired,3ajf_B,3ajf,B,7f0cb74d546f41c0ff5cdbb2fbc64322cdc65700a7cb3d62fe6329e6e29014ed,94,JHG30_171f9a2332a4,weak_train,-1,included_in_development_residue_labels
MD__3apa_A,md_ired,3apa_A,3apa,A,356339b8449d7f8a52791e59c635b56f4a1112850b83b4f99dee9e6a55513de0,141,JHG30_fc30e413e0df,weak_validation,-1,included_in_development_residue_labels
MD__3apr_E,md_ired,3apr_E,3apr,E,b825420caab03cb8afd44a623a31d1e79e2504cc0993d398dc981badb41f1d4d,325,JHG30_85ca68b513e8,weak_train,-1,included_in_development_residue_labels
MD__3b49_A,md_ired,3b49_A,3b49,A,109a93e7ea5aa9bd0ea82fb1d017793f7266df80f0c01f0d6b13641c8ce1f5a3,211,JHG30_202760857ff2,weak_train,-1,included_in_development_residue_labels
MD__3b4q_A,md_ired,3b4q_A,3b4q,A,5366fd077207b4db2a6767f061e44d4d1468f2cdc97acb1cc12452ed5fe64a51,94,JHG30_9907fa851554,weak_train,-1,included_in_development_residue_labels
MD__3b4q_B,md_ired,3b4q_B,3b4q,B,5366fd077207b4db2a6767f061e44d4d1468f2cdc97acb1cc12452ed5fe64a51,94,JHG30_9907fa851554,weak_train,-1,included_in_development_residue_labels
MD__3bk5_A,md_ired,3bk5_A,3bk5,A,35f737a91fc757ad3713bd87f0c12fa93ff5a4e1c9273a84d0429246eafee8f0,237,JHG30_a2efb60fca6b,weak_train,-1,included_in_development_residue_labels
MD__3bn0_A,md_ired,3bn0_A,3bn0,A,a9bd8e045ed96b0debb464bc8536a1bc5394d570a13f24a4fe11e2bc42b11ae6,112,JHG30_b34f44ecdcd5,weak_train,-1,included_in_development_residue_labels
MD__3boe_A,md_ired,3boe_A,3boe,A,31db761df7ad2b5ade8cd36208432f86d4e54b5511ec50f676269f8a88e6bad9,210,JHG30_03ab3af3eb36,weak_train,-1,included_in_development_residue_labels
MD__3bpj_B,md_ired,3bpj_B,3bpj,B,c07215c53a19a7a52b0ab1930ed191c7742b2b5bb9e417fd389aa39080b896a8,80,JHG30_7532484d5eba,weak_train,-1,included_in_development_residue_labels
MD__3bpj_C,md_ired,3bpj_C,3bpj,C,c07215c53a19a7a52b0ab1930ed191c7742b2b5bb9e417fd389aa39080b896a8,80,JHG30_7532484d5eba,weak_train,-1,included_in_development_residue_labels
MD__3bqp_B,md_ired,3bqp_B,3bqp,B,30625cf6e4b7b4bb7d73f6fd19298da124286769d4f03d8dbaa60b4ac522fe87,80,JHG30_a9fbb87568f6,weak_train,-1,included_in_development_residue_labels
MD__3bri_A,md_ired,3bri_A,3bri,A,95d55bb825d2b4a0518d068fe8328b4ff7344bc35848f9fb61853bda589b4b11,89,JHG30_fa362a55081a,weak_train,-1,included_in_development_residue_labels
MD__3bwu_D,md_ired,3bwu_D,3bwu,D,a06c27f9ad177cf79e2ecd13b1085bd856e9dafbcb78b04ba11bb8142547bc8e,125,JHG30_7ec1296385f2,weak_train,-1,included_in_development_residue_labels
MD__3bzl_D,md_ired,3bzl_D,3bzl,D,bca09f86d1f3af7ed3d7398f841aa55fbb5b7595a2b2c61c9e71cbdbd2cb09ec,83,JHG30_dffbcc7dd2ae,weak_train,-1,included_in_development_residue_labels
MD__3c05_A,md_ired,3c05_A,3c05,A,dc81a22ef4dbc6237ce86c7cf4695793309516a09cd03994b4fe4a2d7559d3c9,62,JHG30_2b9c2e79c4f2,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__3c0f_B,md_ired,3c0f_B,3c0f,B,51e17236957efd2c2b0570f6fe82b12a0b4954bdf339ee320c4e7997f4fb65a1,91,JHG30_cc7f93b2c3a3,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__3c1q_B,md_ired,3c1q_B,3c1q,B,f2df294fb3301177debe5b174e6e35222f5b713fc629d21b824d6aefc2199b95,123,JHG30_eb27d6e82299,weak_train,-1,included_in_development_residue_labels
MD__3c9p_A,md_ired,3c9p_A,3c9p,A,66ee3314f93326e173a61346d63329c95a20281051a871162d5c103d31c8f27e,123,JHG30_0338c8f21a0b,weak_train,-1,included_in_development_residue_labels
MD__3cjs_B,md_ired,3cjs_B,3cjs,B,33a333593f814f3d040bd961fa4193a633f77d206270e61965863260895d647f,72,JHG30_150f5a1e0398,weak_train,-1,included_in_development_residue_labels
MD__3cjs_C,md_ired,3cjs_C,3cjs,C,33a333593f814f3d040bd961fa4193a633f77d206270e61965863260895d647f,72,JHG30_150f5a1e0398,weak_train,-1,included_in_development_residue_labels
MD__3cla_A,md_ired,3cla_A,3cla,A,8e7cb4f472e327195952d9c21a9979ecfbca69a1cbfab5822f2679b2d385eb17,213,JHG30_d1f05097a217,weak_train,-1,included_in_development_residue_labels
MD__3cw3_A,md_ired,3cw3_A,3cw3,A,cbe3b3e4b67e4620fa26019ccfc9f97b78f4efa9cac792410b15ef96a731d090,96,JHG30_be183f5b2237,weak_train,-1,included_in_development_residue_labels
MD__3cy4_A,md_ired,3cy4_A,3cy4,A,8d6ab40ecc2e825c821d1a9c01fff3fe4911f3bc7f4e83f7af520caef9a9cde0,154,JHG30_e41aa941d7ec,weak_train,-1,included_in_development_residue_labels
MD__3cyi_A,md_ired,3cyi_A,3cyi,A,8d38dcbe4b745e8dae6d12133ea76c766fd357a7990f88b76f4554a13229af3b,110,JHG30_c7576098fae3,weak_train,-1,included_in_development_residue_labels
MD__3czz_B,md_ired,3czz_B,3czz,B,8bacb0b11961cca9349f06845028a47accad075238e838fd7799bb0caf91a6d1,101,JHG30_2bad3ed46f2b,weak_train,-1,included_in_development_residue_labels
MD__3d2q_A,md_ired,3d2q_A,3d2q,A,95112920eb87b8a5eff6f65cb1e6b450ad75c5853eff2cf82649e886414c2e63,70,JHG30_9991f4e22c07,weak_train,-1,included_in_development_residue_labels
MD__3d7a_B,md_ired,3d7a_B,3d7a,B,25ddc9aa559bc0456ac5c56b82d44b35b9b93b3506afe77a3205de627fe4db8c,138,JHG30_9a94efeff540,weak_train,-1,included_in_development_residue_labels
MD__3da8_A,md_ired,3da8_A,3da8,A,3536f1ee67a06378e546ae695d708fe38bacb0e8dac232df6fcef7842fbf031c,215,JHG30_52ad2e6d9efe,weak_train,-1,included_in_development_residue_labels
MD__3dai_A,md_ired,3dai_A,3dai,A,90b947063061d4b396499ec38038b226dd533bd87bad1f083bdb79fc8393ec1d,130,JHG30_0b4c221979fd,weak_train,-1,included_in_development_residue_labels
MD__3dau_A,md_ired,3dau_A,3dau,A,e193a4b689d70ba3b38c9f812a9b212e4ec24cec07f6c90f0600341c8b0c77f5,159,JHG30_14286a59c5d4,weak_train,-1,included_in_development_residue_labels
MD__3dd6_A,md_ired,3dd6_A,3dd6,A,a3fdb47a3653a316e2376f964c59c39ba551631461ffb5e831c6ca4708b1156f,255,JHG30_47c86878d015,weak_train,-1,included_in_development_residue_labels
MD__3dff_A,md_ired,3dff_A,3dff,A,c79a345cc7967af0ba788306cae1c4f4cfa769821b6919bf0e55fc89d43f55ca,273,JHG30_3fdeb17465e8,weak_train,-1,included_in_development_residue_labels
MD__3dgp_B,md_ired,3dgp_B,3dgp,B,6182dbc1811c743c267bb8f2861004584aa0d0d4ddb40222d4080d142153aa9c,71,JHG30_ac286c6d6847,weak_train,-1,included_in_development_residue_labels
MD__3dha_A,md_ired,3dha_A,3dha,A,b5054e1524bd73493e5c3837a9e1c5fbc3141c2eff61ee377275f066c19bc412,254,JHG30_9c1cbfdffe8f,weak_train,-1,included_in_development_residue_labels
MD__3dnh_B,md_ired,3dnh_B,3dnh,B,ee09f7638fdec917da611e2faf4037abd520bc97395e2ec8ab3db3715402911d,258,JHG30_d8ba41f8fdd8,weak_train,-1,included_in_development_residue_labels
MD__3dqy_A,md_ired,3dqy_A,3dqy,A,87a8a35f401b04eddf130477a530c8c07c27b67fa501db6b4d82bd3bb1053000,106,JHG30_3182484f18a5,weak_train,-1,included_in_development_residue_labels
MD__3dso_A,md_ired,3dso_A,3dso,A,f4821d81b5fe046e5c0a58adec6c171d5e1781782d0c315b3c795ec87415b7e5,74,JHG30_a52af9e26793,weak_train,-1,included_in_development_residue_labels
MD__3dza_A,md_ired,3dza_A,3dza,A,f4cd319337f3bd00e787cca07e649ac220c6f7db9c3e794e0805229e44e6faca,191,JHG30_6398a79feae7,weak_train,-1,included_in_development_residue_labels
MD__3e0z_A,md_ired,3e0z_A,3e0z,A,8d10d9173b055200900a1b97e7f609ec287abbf3f38c89f206052ed7c58a7698,109,JHG30_6fac41ab576b,weak_train,-1,included_in_development_residue_labels
MD__3e0z_B,md_ired,3e0z_B,3e0z,B,8d10d9173b055200900a1b97e7f609ec287abbf3f38c89f206052ed7c58a7698,109,JHG30_6fac41ab576b,weak_train,-1,included_in_development_residue_labels
MD__3e7h_A,md_ired,3e7h_A,3e7h,A,6cdbb9820e4a614ace6a849d224ac30c6b8191459772e5df24b27230aac05ffc,103,JHG30_71638424bdfe,weak_train,-1,included_in_development_residue_labels
MD__3e8t_A,md_ired,3e8t_A,3e8t,A,e98001d8b460e326b0565c0904fc60c181960bbc1d875ea7106c36f3f690406f,220,JHG30_44cdb0d171c9,weak_train,-1,included_in_development_residue_labels
MD__3e9v_A,md_ired,3e9v_A,3e9v,A,bd2c07f7df65cf17adcc14c7cfb428da30a7dd1166b160ab4eaf6536af001a75,120,JHG30_f7b695aae419,weak_train,-1,included_in_development_residue_labels
MD__3ehg_A,md_ired,3ehg_A,3ehg,A,5ef5cb9ce3867bbd13e273e7f7ec87699ff59c4d019c0aecae0691c2c3f71c32,128,JHG30_ea4071573c0b,weak_train,-1,included_in_development_residue_labels
MD__3emf_A,md_ired,3emf_A,3emf,A,36582516c01b385c307e95fec7d4b858fcf9db01e98a8a41041053f293621c27,116,JHG30_8d0e8bae29fa,weak_train,-1,included_in_development_residue_labels
MD__3emi_A,md_ired,3emi_A,3emi,A,62bf246d89dc01a36ba8f9953aa52903340bf815275aa73e91e8a21329ab158e,116,JHG30_c32a34f90b3f,weak_train,-1,included_in_development_residue_labels
MD__3enu_A,md_ired,3enu_A,3enu,A,62edb9a9318cc776dcec2593cae9e1092e47fb3ba6e1069961f7a8c1e0d37a0e,114,JHG30_f6ab76a1bbbd,weak_train,-1,included_in_development_residue_labels
MD__3eto_A,md_ired,3eto_A,3eto,A,a290216bb2a7cbdffdd6d360af9554b0fbb616318a91d1d3dc80b582a4c8d99e,242,JHG30_89e68c451dd9,weak_validation,-1,included_in_development_residue_labels
MD__3eye_A,md_ired,3eye_A,3eye,A,01d85581bec41ade691142dfeed05a0513c69cd7c6ada00f6391b3f2d21d61c7,168,JHG30_aadf5a374b79,weak_train,-1,included_in_development_residue_labels
MD__3f0o_B,md_ired,3f0o_B,3f0o,B,bdc2a788c02b3489ff6f18f67e70172dafdaeb6757f209dae0fd813f4c0de75d,212,JHG30_50af6c326dfe,weak_train,-1,included_in_development_residue_labels
MD__3f0p_A,md_ired,3f0p_A,3f0p,A,bdc2a788c02b3489ff6f18f67e70172dafdaeb6757f209dae0fd813f4c0de75d,212,JHG30_50af6c326dfe,weak_train,-1,included_in_development_residue_labels
MD__3f2e_A,md_ired,3f2e_A,3f2e,A,dcd2929042166c48bdb4c9e01ac57459d0f27b1ec766f3b56212ea31a901a8e3,100,JHG30_ce99e6b7382e,weak_train,-1,included_in_development_residue_labels
MD__3f43_A,md_ired,3f43_A,3f43,A,f4674d40cdeeb0584cc47fee49ca45a07b45ccf15f8104b2fbd0910e509a8948,125,JHG30_1770728efffa,weak_validation,-1,included_in_development_residue_labels
MD__3f4m_A,md_ired,3f4m_A,3f4m,A,14fc9956bd38d04c46ed4192bbbaa350eeb4d7777be074ffef279e2bb0e11189,161,JHG30_215102f73119,weak_train,-1,included_in_development_residue_labels
MD__3f7c_A,md_ired,3f7c_A,3f7c,A,0e5d4acfef96ff24bb8cb653fe56a41e8140a4a23d6d12a4b4718e9946bc7855,200,JHG30_da96b6113719,weak_validation,-1,included_in_development_residue_labels
MD__3f7w_A,md_ired,3f7w_A,3f7w,A,7192d88a3f594ef319be4fba8a7a59a34c83cbf367b18dc09c4e701bdb3cdfa9,288,JHG30_fec6d5b54fb7,weak_train,-1,included_in_development_residue_labels
MD__3fbl_A,md_ired,3fbl_A,3fbl,A,fd0e774b9123b017b1e72ea7b9d1217758e0e568f28d2c4e5167609c907ecb4f,82,JHG30_c03b12e1611a,weak_train,-1,included_in_development_residue_labels
MD__3fcn_A,md_ired,3fcn_A,3fcn,A,28a6834d759c5cc79ceb89b45aba24fee39d4df142f7a8d3bd59dbb39870994b,164,JHG30_4768e2a75ea0,weak_validation,-1,included_in_development_residue_labels
MD__3fgh_A,md_ired,3fgh_A,3fgh,A,166a01f7899c83e54ad1cd83bd8df1d9ba9179508a22eb97717888fce3d7b197,67,JHG30_a41036b947c2,weak_train,-1,included_in_development_residue_labels
MD__3fh2_A,md_ired,3fh2_A,3fh2,A,2dd52a0346fcb7c909ed6ea504702157c5a35b394901f763bbacc0a16042d714,146,JHG30_a66d08315e8b,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__3fhf_A,md_ired,3fhf_A,3fhf,A,1a62cf357b7540f815b7ff3378b086488bdd1ce27deecaa8273cd488b3f14b2d,214,JHG30_75c184ab3a1c,weak_train,-1,included_in_development_residue_labels
MD__3fkc_A,md_ired,3fkc_A,3fkc,A,fde1a94939856c1333e94ae168805568517ae0205798265fae7d335e9f0b5e32,116,JHG30_7e8429a19d99,weak_train,-1,included_in_development_residue_labels
MD__3fke_A,md_ired,3fke_A,3fke,A,471ba93233aa6fa89d6245bea3bc6043e8a5b1f249cd5659b18d2bc5932f7938,129,JHG30_3d697f10b19b,weak_train,-1,included_in_development_residue_labels
MD__3fm2_A,md_ired,3fm2_A,3fm2,A,401dedf6c297fd1f648c8d6e0b95d6cd4c28b05a4ecf813f42a2de36ba17c9f9,135,JHG30_8b508a9d0de4,weak_train,-1,included_in_development_residue_labels
MD__3fn2_B,md_ired,3fn2_B,3fn2,B,4978d8a0a1c9400be830fb20a31987c16e4be68d45cf2f1f5e7284aed0aca301,106,JHG30_0aeb4a8f56d1,weak_train,-1,included_in_development_residue_labels
MD__3fp5_A,md_ired,3fp5_A,3fp5,A,e7beb9c0851e4b2676c8ac4b802c4dd5a932f435be89d408aac730ba22f17e8a,106,JHG30_24be839594cd,weak_train,-1,included_in_development_residue_labels
MD__3fpn_A,md_ired,3fpn_A,3fpn,A,e605c8ae8d4773867a1d05aa4bb254f574f64041832b3a387ab32eba23cc7f8e,119,JHG30_df40b2f2d892,weak_train,-1,included_in_development_residue_labels
MD__3fpu_A,md_ired,3fpu_A,3fpu,A,94560268b7ef644f7bb5c1e0621e3bc3f124c071fd118857fbaaebe5a20ca56d,100,JHG30_0680a4f8213c,weak_train,-1,included_in_development_residue_labels
MD__3frr_A,md_ired,3frr_A,3frr,A,54030fc55242349a0bb8f65463df39c0944d67efe683845f63af0f1f24a7a22b,191,JHG30_710151c41751,protected_md_test_metadata_only,-1,protected_evaluation_metadata_only
MD__3fyb_A,md_ired,3fyb_A,3fyb,A,817b1528fec364565627b4691652f3d3939bb2e3c4a50dbb642a80fad446623d,104,JHG30_645a100fc9dd,weak_train,-1,included_in_development_residue_labels
MD__3g0m_A,md_ired,3g0m_A,3g0m,A,0df8efa83d5717fa116cfcaeb424f0d5d8f86c91613a49c5e3df714e2a6f34b8,141,JHG30_fb06e19811be,weak_train,-1,included_in_development_residue_labels
MD__3g28_A,md_ired,3g28_A,3g28,A,e0d89a85c3baec2ffe6062a84f44d6a49e599baae92fdbc15e36f29de7ff1a6c,77,JHG30_cb72eb4e105c,weak_train,-1,included_in_development_residue_labels
